NM_MUN,CD_MUN,TOT_POP,ABS_POP_BRANCA,ABS_POP_PRETA,ABS_POP_AMARELA,ABS_POP_PARDA,ABS_POP_INDIGENA,IGNORADOS,PERC_BRANCA,PERC_PRETA,PERC_AMARELA,PERC_PARDA,PERC_INDIGENA,ABS_INDIGENA_COR_RACA,PERC_INDIGENA_COR_RACA
Serra da Saudade,  3 166 600 ,833,399,77,- ,357,- ,0,"47,9","9,2","0,0","42,9","0,0",- ,"0,0"
Serra dos Aimorés,  3 166 709 ,   6 944,   1 668,885,13,   4 375,3,0,"24,0","12,7","0,2","63,0","0,0",    3 ,"0,0"
Serra do Salitre,  3 166 808 ,   11 801,   4 857,   1 443,14,   5 485,2,0,"41,2","12,2","0,1","46,5","0,0",    2 ,"0,0"
Serrania,  3 166 907 ,   7 621,   4 078,832,12,   2 692,7,0,"53,5","10,9","0,2","35,3","0,1",    7 ,"0,1"
Serranópolis de Minas,  3 166 956 ,   4 399,   1 115,519,1,   2 764,- ,0,"25,3","11,8","0,0","62,8","0,0",- ,"0,0"
Serranos,  3 167 004 ,   1 990,   1 221,96,3,664,6,0,"61,4","4,8","0,2","33,4","0,3",    6 ,"0,3"
Serro,  3 167 103 ,   21 952,   3 231,   3 608,11,   15 093,8,1,"14,7","16,4","0,1","68,8","0,0",    37 ,"0,2"
Sete Lagoas,  3 167 202 ,   227 397,   66 545,   26 587,190,   133 950,117,8,"29,3","11,7","0,1","58,9","0,1",    117 ,"0,1"
Silveirânia,  3 167 301 ,   2 323,   1 265,165,- ,892,1,0,"54,5","7,1","0,0","38,4","0,0",    1 ,"0,0"
Silvianópolis,  3 167 400 ,   6 179,   4 208,312,28,   1 625,6,0,"68,1","5,0","0,5","26,3","0,1",    6 ,"0,1"
Simão Pereira,  3 167 509 ,   2 947,   1 103,493,1,   1 348,2,0,"37,4","16,7","0,0","45,7","0,1",    2 ,"0,1"
Simonésia,  3 167 608 ,   19 750,   6 805,   1 310,40,   11 581,14,0,"34,5","6,6","0,2","58,6","0,1",    14 ,"0,1"
Sobrália,  3 167 707 ,   5 137,   1 699,444,4,   2 976,14,0,"33,1","8,6","0,1","57,9","0,3",    14 ,"0,3"
Soledade de Minas,  3 167 806 ,   5 613,   3 847,326,- ,   1 436,4,0,"68,5","5,8","0,0","25,6","0,1",    4 ,"0,1"
Tabuleiro,  3 167 905 ,   4 014,   2 128,532,4,   1 346,3,1,"53,0","13,3","0,1","33,5","0,1",    3 ,"0,1"
Taiobeiras,  3 168 002 ,   33 050,   10 046,   2 472,28,   20 486,18,0,"30,4","7,5","0,1","62,0","0,1",    18 ,"0,1"
Taparuba,  3 168 051 ,   3 387,   1 408,307,- ,   1 672,- ,0,"41,6","9,1","0,0","49,4","0,0",- ,"0,0"
Tapira,  3 168 101 ,   4 118,   2 450,166,- ,   1 499,3,0,"59,5","4,0","0,0","36,4","0,1",    3 ,"0,1"
Tapiraí,  3 168 200 ,   1 690,963,105,- ,622,- ,0,"57,0","6,2","0,0","36,8","0,0",- ,"0,0"
Taquaraçu de Minas,  3 168 309 ,   4 224,   1 249,526,8,   2 440,1,0,"29,6","12,5","0,2","57,8","0,0",    1 ,"0,0"
Tarumirim,  3 168 408 ,   14 709,   5 151,   1 162,26,   8 362,8,0,"35,0","7,9","0,2","56,8","0,1",    8 ,"0,1"
Teixeiras,  3 168 507 ,   12 255,   5 294,   1 680,27,   5 251,3,0,"43,2","13,7","0,2","42,8","0,0",    3 ,"0,0"
Teófilo Otoni,  3 168 606 ,   137 418,   34 026,   18 616,124,   84 176,476,0,"24,8","13,5","0,1","61,3","0,3",    476 ,"0,3"
Timóteo,  3 168 705 ,   81 579,   28 095,   12 393,121,   40 893,72,5,"34,4","15,2","0,1","50,1","0,1",    72 ,"0,1"
Tiradentes,  3 168 804 ,   7 744,   3 929,635,9,   3 160,11,0,"50,7","8,2","0,1","40,8","0,1",    11 ,"0,1"
Tiros,  3 168 903 ,   7 883,   4 789,469,8,   2 612,5,0,"60,8","5,9","0,1","33,1","0,1",    5 ,"0,1"
Tocantins,  3 169 000 ,   16 185,   7 634,   1 920,6,   6 623,2,0,"47,2","11,9","0,0","40,9","0,0",    2 ,"0,0"
Tocos do Moji,  3 169 059 ,   3 826,   3 279,76,6,465,- ,0,"85,7","2,0","0,2","12,2","0,0",- ,"0,0"
Toledo,  3 169 109 ,   7 214,   5 225,212,18,   1 756,3,0,"72,4","2,9","0,2","24,3","0,0",    3 ,"0,0"
Tombos,  3 169 208 ,   8 609,   3 879,   1 396,5,   3 329,- ,0,"45,1","16,2","0,1","38,7","0,0",- ,"0,0"
Três Corações,  3 169 307 ,   75 485,   33 107,   10 960,110,   31 281,24,3,"43,9","14,5","0,1","41,4","0,0",    24 ,"0,0"
Três Marias,  3 169 356 ,   28 895,   8 532,   3 058,34,   17 243,23,5,"29,5","10,6","0,1","59,7","0,1",    23 ,"0,1"
Três Pontas,  3 169 406 ,   55 255,   25 734,   6 544,60,   22 897,20,0,"46,6","11,8","0,1","41,4","0,0",    20 ,"0,0"
Tumiritinga,  3 169 505 ,   5 886,   1 463,772,6,   3 624,21,0,"24,9","13,1","0,1","61,6","0,4",    21 ,"0,4"
Tupaciguara,  3 169 604 ,   25 470,   12 688,   2 079,44,   10 646,8,5,"49,8","8,2","0,2","41,8","0,0",    8 ,"0,0"
Turmalina,  3 169 703 ,   20 000,   5 710,   1 250,18,   13 017,5,0,"28,6","6,3","0,1","65,1","0,0",    5 ,"0,0"
Turvolândia,  3 169 802 ,   4 935,   3 086,303,50,   1 495,1,0,"62,5","6,1","1,0","30,3","0,0",    1 ,"0,0"
Ubá,  3 169 901 ,   103 365,   48 657,   13 956,114,   40 531,103,4,"47,1","13,5","0,1","39,2","0,1",    104 ,"0,1"
Ubaí,  3 170 008 ,   11 708,   1 953,   2 308,102,   7 345,- ,0,"16,7","19,7","0,9","62,7","0,0",- ,"0,0"
Ubaporanga,  3 170 057 ,   13 017,   4 872,972,31,   7 108,34,0,"37,4","7,5","0,2","54,6","0,3",    34 ,"0,3"
Uberaba,  3 170 107 ,   337 836,   176 480,   37 856,   1 124,   122 134,240,2,"52,2","11,2","0,3","36,2","0,1",    240 ,"0,1"
Uberlândia,  3 170 206 ,   713 224,   348 400,   78 280,   2 000,   283 808,693,43,"48,9","11,0","0,3","39,8","0,1",    775 ,"0,1"
Umburatiba,  3 170 305 ,   2 684,556,209,12,   1 903,4,0,"20,7","7,8","0,4","70,9","0,1",    4 ,"0,1"
Unaí,  3 170 404 ,   86 619,   30 202,   8 590,178,   47 617,32,0,"34,9","9,9","0,2","55,0","0,0",    32 ,"0,0"
União de Minas,  3 170 438 ,   3 828,   1 656,332,9,   1 828,2,1,"43,3","8,7","0,2","47,8","0,1",    2 ,"0,1"
Uruana de Minas,  3 170 479 ,   3 282,774,338,- ,   2 170,- ,0,"23,6","10,3","0,0","66,1","0,0",- ,"0,0"
Urucânia,  3 170 503 ,   10 600,   2 289,   2 213,5,   6 089,4,0,"21,6","20,9","0,0","57,4","0,0",    4 ,"0,0"
Urucuia,  3 170 529 ,   17 479,   2 439,   1 605,6,   13 427,2,0,"14,0","9,2","0,0","76,8","0,0",    2 ,"0,0"
Vargem Alegre,  3 170 578 ,   5 780,   1 747,605,7,   3 415,6,0,"30,2","10,5","0,1","59,1","0,1",    6 ,"0,1"
Vargem Bonita,  3 170 602 ,   2 158,   1 378,106,- ,674,- ,0,"63,9","4,9","0,0","31,2","0,0",- ,"0,0"
Vargem Grande do Rio Pardo,  3 170 651 ,   4 633,   1 394,110,- ,   3 128,1,0,"30,1","2,4","0,0","67,5","0,0",    1 ,"0,0"
Varginha,  3 170 701 ,   136 467,   73 543,   15 870,343,   46 630,79,2,"53,9","11,6","0,3","34,2","0,1",    79 ,"0,1"
Varjão de Minas,  3 170 750 ,   6 969,   2 320,569,5,   4 017,58,0,"33,3","8,2","0,1","57,6","0,8",    58 ,"0,8"
Várzea da Palma,  3 170 800 ,   33 744,   7 668,   5 199,64,   20 800,13,0,"22,7","15,4","0,2","61,6","0,0",    13 ,"0,0"
Varzelândia,  3 170 909 ,   18 840,   4 828,   2 427,17,   11 558,9,1,"25,6","12,9","0,1","61,4","0,0",    9 ,"0,0"
Vazante,  3 171 006 ,   19 975,   7 172,   2 094,27,   10 669,12,1,"35,9","10,5","0,1","53,4","0,1",    12 ,"0,1"
Verdelândia,  3 171 030 ,   7 672,   1 156,   2 223,10,   4 265,18,0,"15,1","29,0","0,1","55,6","0,2",    18 ,"0,2"
Veredinha,  3 171 071 ,   5 181,   1 368,233,1,   3 578,1,0,"26,4","4,5","0,0","69,1","0,0",    1 ,"0,0"
Veríssimo,  3 171 105 ,   3 411,   1 797,358,1,   1 254,1,0,"52,7","10,5","0,0","36,8","0,0",    1 ,"0,0"
Vermelho Novo,  3 171 154 ,   4 899,   1 739,286,14,   2 859,1,0,"35,5","5,8","0,3","58,4","0,0",    3 ,"0,1"
Vespasiano,  3 171 204 ,   129 246,   32 944,   24 046,148,   71 996,112,0,"25,5","18,6","0,1","55,7","0,1",    112 ,"0,1"
Viçosa,  3 171 303 ,   76 430,   34 552,   12 686,161,   28 895,133,3,"45,2","16,6","0,2","37,8","0,2",    133 ,"0,2"
Vieiras,  3 171 402 ,   3 700,   2 012,260,6,   1 419,3,0,"54,4","7,0","0,2","38,4","0,1",    3 ,"0,1"
Mathias Lobato,  3 171 501 ,   3 038,446,529,2,   2 058,3,0,"14,7","17,4","0,1","67,7","0,1",    3 ,"0,1"
Virgem da Lapa,  3 171 600 ,   11 804,   2 124,   2 331,2,   7 341,6,0,"18,0","19,7","0,0","62,2","0,1",    6 ,"0,1"
Virgínia,  3 171 709 ,   8 908,   7 498,294,11,   1 105,- ,0,"84,2","3,3","0,1","12,4","0,0",- ,"0,0"
Virginópolis,  3 171 808 ,   10 314,   2 942,739,9,   6 621,3,0,"28,5","7,2","0,1","64,2","0,0",    3 ,"0,0"
Virgolândia,  3 171 907 ,   4 552,   1 000,663,3,   2 883,2,1,"22,0","14,6","0,1","63,3","0,0",    2 ,"0,0"
Visconde do Rio Branco,  3 172 004 ,   39 160,   16 794,   5 477,27,   16 836,25,1,"42,9","14,0","0,1","43,0","0,1",    26 ,"0,1"
Volta Grande,  3 172 103 ,   4 443,   1 422,   1 217,1,   1 800,3,0,"32,0","27,4","0,0","40,5","0,1",    3 ,"0,1"
Wenceslau Braz,  3 172 202 ,   2 356,   1 789,84,- ,481,2,0,"75,9","3,6","0,0","20,4","0,1",    2 ,"0,1"
Afonso Cláudio,  3 200 102 ,   30 684,   15 300,   2 170,5,   13 202,7,0,"49,9","7,1","0,0","43,0","0,0",    7 ,"0,0"
Águia Branca,  3 200 136 ,   9 711,   3 344,545,3,   5 803,16,0,"34,4","5,6","0,0","59,8","0,2",    16 ,"0,2"
Água Doce do Norte,  3 200 169 ,   12 042,   3 270,   1 139,21,   7 606,6,0,"27,2","9,5","0,2","63,2","0,0",    6 ,"0,0"
Alegre,  3 200 201 ,   29 177,   14 733,   3 255,64,   11 103,22,0,"50,5","11,2","0,2","38,1","0,1",    22 ,"0,1"
Alfredo Chaves,  3 200 300 ,   13 836,   8 496,585,5,   4 748,2,0,"61,4","4,2","0,0","34,3","0,0",    2 ,"0,0"
Alto Rio Novo,  3 200 359 ,   7 434,   2 464,759,14,   4 195,2,0,"33,1","10,2","0,2","56,4","0,0",    2 ,"0,0"
Anchieta,  3 200 409 ,   29 984,   11 860,   2 596,24,   15 232,271,1,"39,6","8,7","0,1","50,8","0,9",    333 ,"1,1"
Apiacá,  3 200 508 ,   7 223,   2 939,   1 142,23,   3 109,10,0,"40,7","15,8","0,3","43,0","0,1",    10 ,"0,1"
Aracruz,  3 200 607 ,   94 765,   29 221,   8 735,76,   51 574,   5 158,1,"30,8","9,2","0,1","54,4","5,4",   7 425 ,"7,8"
Atílio Vivácqua,  3 200 706 ,   10 540,   4 309,   1 464,2,   4 762,3,0,"40,9","13,9","0,0","45,2","0,0",    3 ,"0,0"
Baixo Guandu,  3 200 805 ,   30 674,   11 929,   2 373,8,   16 332,31,1,"38,9","7,7","0,0","53,2","0,1",    31 ,"0,1"
Barra de São Francisco,  3 200 904 ,   42 498,   12 845,   2 958,60,   26 602,33,0,"30,2","7,0","0,1","62,6","0,1",    33 ,"0,1"
Boa Esperança,  3 201 001 ,   13 608,   4 068,   1 366,8,   8 157,7,2,"29,9","10,0","0,1","60,0","0,1",    7 ,"0,1"
Bom Jesus do Norte,  3 201 100 ,   10 254,   5 030,   1 424,7,   3 790,3,0,"49,1","13,9","0,1","37,0","0,0",    3 ,"0,0"
Brejetuba,  3 201 159 ,   12 985,   4 849,972,17,   7 137,10,0,"37,3","7,5","0,1","55,0","0,1",    10 ,"0,1"
Cachoeiro de Itapemirim,  3 201 209 ,   185 786,   82 889,   21 779,126,   80 886,103,3,"44,6","11,7","0,1","43,5","0,1",    103 ,"0,1"
Cariacica,  3 201 308 ,   353 491,   103 482,   46 818,218,   202 610,360,3,"29,3","13,2","0,1","57,3","0,1",    372 ,"0,1"
Castelo,  3 201 407 ,   36 930,   21 648,   3 054,18,   12 194,14,2,"58,6","8,3","0,0","33,0","0,0",    14 ,"0,0"
Colatina,  3 201 506 ,   120 033,   51 593,   9 922,47,   58 403,67,1,"43,0","8,3","0,0","48,7","0,1",    67 ,"0,1"
Conceição da Barra,  3 201 605 ,   27 458,   5 714,   5 851,17,   15 693,182,1,"20,8","21,3","0,1","57,2","0,7",    182 ,"0,7"
Conceição do Castelo,  3 201 704 ,   11 937,   6 035,   1 012,6,   4 876,8,0,"50,6","8,5","0,1","40,8","0,1",    8 ,"0,1"
Divino de São Lourenço,  3 201 803 ,   5 083,   2 832,508,11,   1 715,17,0,"55,7","10,0","0,2","33,7","0,3",    17 ,"0,3"
Domingos Martins,  3 201 902 ,   35 416,   23 279,   1 590,12,   10 517,18,0,"65,7","4,5","0,0","29,7","0,1",    18 ,"0,1"
Dores do Rio Preto,  3 202 009 ,   6 596,   3 639,645,13,   2 290,9,0,"55,2","9,8","0,2","34,7","0,1",    9 ,"0,1"
Ecoporanga,  3 202 108 ,   21 992,   4 645,   1 896,14,   15 433,4,0,"21,1","8,6","0,1","70,2","0,0",    4 ,"0,0"
Fundão,  3 202 207 ,   18 014,   6 072,   1 789,13,   10 110,30,0,"33,7","9,9","0,1","56,1","0,2",    30 ,"0,2"
Governador Lindenberg,  3 202 256 ,   11 009,   4 986,619,1,   5 403,- ,0,"45,3","5,6","0,0","49,1","0,0",- ,"0,0"
Guaçuí,  3 202 306 ,   29 358,   14 528,   3 732,25,   11 037,36,0,"49,5","12,7","0,1","37,6","0,1",    38 ,"0,1"
Guarapari,  3 202 405 ,   124 656,   45 864,   13 514,140,   64 841,296,1,"36,8","10,8","0,1","52,0","0,2",    296 ,"0,2"
Ibatiba,  3 202 454 ,   25 380,   12 480,   1 505,33,   11 337,25,0,"49,2","5,9","0,1","44,7","0,1",    45 ,"0,2"
Ibiraçu,  3 202 504 ,   11 723,   4 343,   1 180,5,   6 124,70,1,"37,0","10,1","0,0","52,2","0,6",    126 ,"1,1"
Ibitirama,  3 202 553 ,   9 520,   5 062,546,3,   3 905,4,0,"53,2","5,7","0,0","41,0","0,0",    4 ,"0,0"
Iconha,  3 202 603 ,   12 326,   7 920,464,3,   3 933,6,0,"64,3","3,8","0,0","31,9","0,0",    6 ,"0,0"
Irupi,  3 202 652 ,   13 710,   6 788,   1 140,8,   5 772,2,0,"49,5","8,3","0,1","42,1","0,0",    2 ,"0,0"
Itaguaçu,  3 202 702 ,   13 589,   6 652,960,1,   5 971,5,0,"49,0","7,1","0,0","43,9","0,0",    5 ,"0,0"
Itapemirim,  3 202 801 ,   39 832,   17 336,   2 837,23,   19 585,51,0,"43,5","7,1","0,1","49,2","0,1",    51 ,"0,1"
Itarana,  3 202 900 ,   10 597,   6 257,509,2,   3 827,2,0,"59,0","4,8","0,0","36,1","0,0",    2 ,"0,0"
Iúna,  3 203 007 ,   28 590,   14 486,   1 723,17,   12 352,12,0,"50,7","6,0","0,1","43,2","0,0",    12 ,"0,0"
Jaguaré,  3 203 056 ,   28 931,   8 824,   4 186,28,   15 825,68,0,"30,5","14,5","0,1","54,7","0,2",    68 ,"0,2"
Jerônimo Monteiro,  3 203 106 ,   11 575,   5 470,   1 456,22,   4 608,18,1,"47,3","12,6","0,2","39,8","0,2",    18 ,"0,2"
João Neiva,  3 203 130 ,   14 079,   6 307,   1 186,5,   6 547,34,0,"44,8","8,4","0,0","46,5","0,2",    34 ,"0,2"
Laranja da Terra,  3 203 163 ,   11 094,   7 477,557,2,   3 050,8,0,"67,4","5,0","0,0","27,5","0,1",    8 ,"0,1"
Linhares,  3 203 205 ,   166 786,   52 173,   19 735,133,   94 132,602,11,"31,3","11,8","0,1","56,4","0,4",    606 ,"0,4"
Mantenópolis,  3 203 304 ,   12 770,   3 364,   1 099,24,   8 275,8,0,"26,3","8,6","0,2","64,8","0,1",    8 ,"0,1"
Marataízes,  3 203 320 ,   41 929,   20 603,   2 771,28,   18 499,28,0,"49,1","6,6","0,1","44,1","0,1",    28 ,"0,1"
Marechal Floriano,  3 203 346 ,   17 641,   9 670,   1 090,14,   6 855,12,0,"54,8","6,2","0,1","38,9","0,1",    12 ,"0,1"
Marilândia,  3 203 353 ,   12 387,   7 069,815,8,   4 480,15,0,"57,1","6,6","0,1","36,2","0,1",    15 ,"0,1"
Mimoso do Sul,  3 203 403 ,   24 475,   10 903,   2 979,17,   10 558,18,0,"44,5","12,2","0,1","43,1","0,1",    18 ,"0,1"
Montanha,  3 203 502 ,   18 900,   4 739,   1 871,14,   12 252,24,0,"25,1","9,9","0,1","64,8","0,1",    24 ,"0,1"
Mucurici,  3 203 601 ,   5 466,   1 305,664,1,   3 495,1,0,"23,9","12,1","0,0","63,9","0,0",    1 ,"0,0"
Muniz Freire,  3 203 700 ,   18 153,   8 483,   1 230,9,   8 418,13,0,"46,7","6,8","0,0","46,4","0,1",    13 ,"0,1"
Muqui,  3 203 809 ,   13 745,   5 660,   1 858,5,   6 215,7,0,"41,2","13,5","0,0","45,2","0,1",    7 ,"0,1"
Nova Venécia,  3 203 908 ,   49 065,   19 161,   4 000,24,   25 826,54,0,"39,1","8,2","0,0","52,6","0,1",    54 ,"0,1"
Pancas,  3 204 005 ,   18 893,   6 968,   1 412,27,   10 467,19,0,"36,9","7,5","0,1","55,4","0,1",    19 ,"0,1"
Pedro Canário,  3 204 054 ,   21 522,   4 635,   3 180,12,   13 606,89,0,"21,5","14,8","0,1","63,2","0,4",    89 ,"0,4"
Pinheiros,  3 204 104 ,   23 915,   5 265,   2 835,19,   15 782,14,0,"22,0","11,9","0,1","66,0","0,1",    14 ,"0,1"
Piúma,  3 204 203 ,   22 300,   9 897,   1 775,28,   10 570,29,1,"44,4","8,0","0,1","47,4","0,1",    29 ,"0,1"
Ponto Belo,  3 204 252 ,   6 497,   1 474,711,5,   4 296,11,0,"22,7","10,9","0,1","66,1","0,2",    11 ,"0,2"
Presidente Kennedy,  3 204 302 ,   13 696,   4 980,   1 786,14,   6 909,6,1,"36,4","13,0","0,1","50,4","0,0",    6 ,"0,0"
Rio Bananal,  3 204 351 ,   19 274,   8 855,   1 283,9,   9 115,12,0,"45,9","6,7","0,0","47,3","0,1",    12 ,"0,1"
Rio Novo do Sul,  3 204 401 ,   11 069,   5 982,597,4,   4 475,10,1,"54,0","5,4","0,0","40,4","0,1",    10 ,"0,1"
Santa Leopoldina,  3 204 500 ,   13 106,   7 274,854,6,   4 966,6,0,"55,5","6,5","0,0","37,9","0,0",    14 ,"0,1"
Santa Maria de Jetibá,  3 204 559 ,   41 636,   31 529,   1 151,10,   8 924,22,0,"75,7","2,8","0,0","21,4","0,1",    22 ,"0,1"
Santa Teresa,  3 204 609 ,   22 808,   13 842,   1 363,8,   7 561,34,0,"60,7","6,0","0,0","33,2","0,1",    34 ,"0,1"
São Domingos do Norte,  3 204 658 ,   8 589,   3 392,648,2,   4 543,4,0,"39,5","7,5","0,0","52,9","0,0",    4 ,"0,0"
São Gabriel da Palha,  3 204 708 ,   32 252,   13 853,   1 813,22,   16 544,20,0,"43,0","5,6","0,1","51,3","0,1",    20 ,"0,1"
São José do Calçado,  3 204 807 ,   10 878,   4 988,   1 653,8,   4 221,6,2,"45,9","15,2","0,1","38,8","0,1",    6 ,"0,1"
São Mateus,  3 204 906 ,   123 752,   32 068,   22 469,213,   68 522,480,0,"25,9","18,2","0,2","55,4","0,4",    836 ,"0,7"
São Roque do Canaã,  3 204 955 ,   10 886,   6 415,525,3,   3 940,2,1,"58,9","4,8","0,0","36,2","0,0",    2 ,"0,0"
Serra,  3 205 002 ,   520 653,   148 810,   76 079,849,   293 582,   1 326,7,"28,6","14,6","0,2","56,4","0,3",   1 326 ,"0,3"
Sooretama,  3 205 010 ,   26 502,   6 440,   4 132,42,   15 861,27,0,"24,3","15,6","0,2","59,8","0,1",    27 ,"0,1"
Vargem Alta,  3 205 036 ,   19 563,   10 122,   1 710,14,   7 709,8,0,"51,7","8,7","0,1","39,4","0,0",    8 ,"0,0"
Venda Nova do Imigrante,  3 205 069 ,   23 831,   13 319,   1 536,11,   8 949,15,1,"55,9","6,4","0,0","37,6","0,1",    15 ,"0,1"
Viana,  3 205 101 ,   73 423,   21 894,   9 487,94,   41 794,150,4,"29,8","12,9","0,1","56,9","0,2",    150 ,"0,2"
Vila Pavão,  3 205 150 ,   8 911,   4 251,555,1,   4 097,7,0,"47,7","6,2","0,0","46,0","0,1",    7 ,"0,1"
Vila Valério,  3 205 176 ,   13 728,   5 685,774,- ,   7 263,6,0,"41,4","5,6","0,0","52,9","0,0",    6 ,"0,0"
Vila Velha,  3 205 200 ,   467 722,   195 811,   50 790,652,   219 601,860,8,"41,9","10,9","0,1","47,0","0,2",    866 ,"0,2"
Vitória,  3 205 309 ,   322 869,   147 131,   39 989,788,   134 305,642,14,"45,6","12,4","0,2","41,6","0,2",    642 ,"0,2"
Angra dos Reis,  3 300 100 ,   167 434,   75 184,   18 832,329,   72 545,542,2,"44,9","11,2","0,2","43,3","0,3",    704 ,"0,4"
Aperibé,  3 300 159 ,   11 034,   6 518,869,3,   3 636,8,0,"59,1","7,9","0,0","33,0","0,1",    8 ,"0,1"
Araruama,  3 300 209 ,   129 671,   50 427,   20 530,87,   58 465,162,0,"38,9","15,8","0,1","45,1","0,1",    162 ,"0,1"
Areal,  3 300 225 ,   11 828,   5 926,   1 862,7,   4 025,8,0,"50,1","15,7","0,1","34,0","0,1",    8 ,"0,1"
Armação dos Búzios,  3 300 233 ,   40 006,   18 116,   6 031,54,   15 699,105,1,"45,3","15,1","0,1","39,2","0,3",    105 ,"0,3"
Arraial do Cabo,  3 300 258 ,   30 986,   14 812,   4 009,37,   12 064,62,2,"47,8","12,9","0,1","38,9","0,2",    62 ,"0,2"
Barra do Piraí,  3 300 308 ,   92 883,   35 649,   20 650,105,   36 389,84,6,"38,4","22,2","0,1","39,2","0,1",    84 ,"0,1"
Barra Mansa,  3 300 407 ,   169 894,   77 274,   27 773,205,   64 565,75,2,"45,5","16,3","0,1","38,0","0,0",    75 ,"0,0"
Belford Roxo,  3 300 456 ,   483 087,   131 359,   95 577,237,   255 660,242,12,"27,2","19,8","0,0","52,9","0,1",    242 ,"0,1"
Bom Jardim,  3 300 506 ,   28 102,   17 762,   2 991,28,   7 298,19,4,"63,2","10,6","0,1","26,0","0,1",    19 ,"0,1"
Bom Jesus do Itabapoana,  3 300 605 ,   35 173,   17 258,   5 237,34,   12 611,33,0,"49,1","14,9","0,1","35,9","0,1",    33 ,"0,1"
Cabo Frio,  3 300 704 ,   222 161,   92 970,   34 249,271,   94 313,351,7,"41,8","15,4","0,1","42,5","0,2",    351 ,"0,2"
Cachoeiras de Macacu,  3 300 803 ,   56 943,   20 410,   6 977,230,   29 282,44,0,"35,8","12,3","0,4","51,4","0,1",    44 ,"0,1"
Cambuci,  3 300 902 ,   14 616,   6 821,   1 891,2,   5 898,4,0,"46,7","12,9","0,0","40,4","0,0",    4 ,"0,0"
Carapebus,  3 300 936 ,   13 847,   4 380,   1 879,9,   7 563,16,0,"31,6","13,6","0,1","54,6","0,1",    16 ,"0,1"
Comendador Levy Gasparian,  3 300 951 ,   8 741,   2 869,   1 977,20,   3 870,5,0,"32,8","22,6","0,2","44,3","0,1",    5 ,"0,1"
Campos dos Goytacazes,  3 301 009 ,   483 540,   203 487,   85 408,360,   193 892,363,30,"42,1","17,7","0,1","40,1","0,1",    363 ,"0,1"
Cantagalo,  3 301 108 ,   19 390,   8 463,   4 725,8,   6 186,7,1,"43,6","24,4","0,0","31,9","0,0",    7 ,"0,0"
Cardoso Moreira,  3 301 157 ,   12 958,   6 361,   1 567,7,   5 013,9,1,"49,1","12,1","0,1","38,7","0,1",    9 ,"0,1"
Carmo,  3 301 207 ,   17 198,   8 413,   3 333,16,   5 430,5,1,"48,9","19,4","0,1","31,6","0,0",    5 ,"0,0"
Casimiro de Abreu,  3 301 306 ,   46 110,   19 404,   7 095,22,   19 531,57,1,"42,1","15,4","0,0","42,4","0,1",    59 ,"0,1"
Conceição de Macabu,  3 301 405 ,   21 104,   7 360,   3 868,29,   9 828,19,0,"34,9","18,3","0,1","46,6","0,1",    19 ,"0,1"
Cordeiro,  3 301 504 ,   20 783,   10 234,   4 082,5,   6 458,4,0,"49,2","19,6","0,0","31,1","0,0",    4 ,"0,0"
Duas Barras,  3 301 603 ,   10 980,   5 870,   1 827,2,   3 281,- ,0,"53,5","16,6","0,0","29,9","0,0",- ,"0,0"
Duque de Caxias,  3 301 702 ,   808 161,   250 538,   154 153,803,   401 986,668,13,"31,0","19,1","0,1","49,7","0,1",    834 ,"0,1"
Engenheiro Paulo de Frontin,  3 301 801 ,   12 242,   5 352,   1 611,15,   5 252,10,2,"43,7","13,2","0,1","42,9","0,1",    10 ,"0,1"
Guapimirim,  3 301 850 ,   51 696,   18 859,   8 955,51,   23 788,43,0,"36,5","17,3","0,1","46,0","0,1",    43 ,"0,1"
Iguaba Grande,  3 301 876 ,   27 920,   12 575,   3 764,23,   11 524,34,0,"45,0","13,5","0,1","41,3","0,1",    34 ,"0,1"
Itaboraí,  3 301 900 ,   224 267,   69 570,   37 576,134,   116 727,252,8,"31,0","16,8","0,1","52,1","0,1",    252 ,"0,1"
Itaguaí,  3 302 007 ,   116 841,   40 814,   17 474,428,   57 950,171,4,"34,9","15,0","0,4","49,6","0,1",    171 ,"0,1"
Italva,  3 302 056 ,   14 073,   7 335,   1 257,8,   5 473,- ,0,"52,1","8,9","0,1","38,9","0,0",- ,"0,0"
Itaocara,  3 302 106 ,   22 919,   14 508,   2 509,12,   5 884,5,1,"63,3","10,9","0,1","25,7","0,0",    5 ,"0,0"
Itaperuna,  3 302 205 ,   101 041,   45 059,   15 149,84,   40 664,75,10,"44,6","15,0","0,1","40,2","0,1",    75 ,"0,1"
Itatiaia,  3 302 254 ,   30 908,   14 326,   3 975,67,   12 468,72,0,"46,4","12,9","0,2","40,3","0,2",    72 ,"0,2"
Japeri,  3 302 270 ,   96 289,   22 391,   20 811,129,   52 918,40,0,"23,3","21,6","0,1","55,0","0,0",    40 ,"0,0"
Laje do Muriaé,  3 302 304 ,   7 336,   2 507,   1 651,6,   3 170,2,0,"34,2","22,5","0,1","43,2","0,0",    2 ,"0,0"
Macaé,  3 302 403 ,   246 391,   92 211,   42 838,444,   110 556,337,5,"37,4","17,4","0,2","44,9","0,1",    337 ,"0,1"
Macuco,  3 302 452 ,   5 415,   2 178,   1 588,- ,   1 649,- ,0,"40,2","29,3","0,0","30,5","0,0",- ,"0,0"
